"identifier","title","topic"
"BAR.TER.CMPT.15UP.FE.ZS","Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.15UP.ZS","Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.2024.FE.ZS","Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.2024.ZS","Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.2529.FE.ZS","Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.2529.ZS","Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.25UP.FE.ZS","Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.25UP.ZS","Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.3034.FE.ZS","Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.3034.ZS","Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.3539.FE.ZS","Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.3539.ZS","Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.4044.FE.ZS","Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.4044.ZS","Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.4549.FE.ZS","Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.4549.ZS","Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.5054.FE.ZS","Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.5054.ZS","Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.5559.FE.ZS","Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.5559.ZS","Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.6064.FE.ZS","Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.6064.ZS","Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.6569.FE.ZS","Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.6569.ZS","Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.7074.FE.ZS","Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.7074.ZS","Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.75UP.FE.ZS","Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.CMPT.75UP.ZS","Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary","Education"
"BAR.TER.ICMP.1519.FE.ZS","Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.1519.ZS","Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.15UP.FE.ZS","Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.15UP.ZS","Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.2024.FE.ZS","Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.2024.ZS","Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.2529.FE.ZS","Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.2529.ZS","Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.25UP.FE.ZS","Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.25UP.ZS","Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.3034.FE.ZS","Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.3034.ZS","Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.3539.FE.ZS","Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.3539.ZS","Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.4044.FE.ZS","Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.4044.ZS","Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.4549.FE.ZS","Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.4549.ZS","Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.5054.FE.ZS","Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.5054.ZS","Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.5559.FE.ZS","Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.5559.ZS","Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.6064.FE.ZS","Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.6064.ZS","Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.6569.FE.ZS","Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.6569.ZS","Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.7074.FE.ZS","Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.7074.ZS","Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.75UP.FE.ZS","Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.ICMP.75UP.ZS","Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Education"
"BAR.TER.SCHL.1519","average years of tertiary schooling, 15-19, total","Education"
"BAR.TER.SCHL.1519.FE","average years of tertiary schooling, 15-19, female","Education"
"BAR.TER.SCHL.15UP","average years of tertiary schooling, 15+, total","Education"
"BAR.TER.SCHL.15UP.FE","average years of tertiary schooling, 15+, female","Education"
"BAR.TER.SCHL.2024","average years of tertiary schooling, 20-24, total","Education"
"BAR.TER.SCHL.2024.FE","average years of tertiary schooling, 20-24, female","Education"
"BAR.TER.SCHL.2529","average years of tertiary schooling, 25-29, total","Education"
"BAR.TER.SCHL.2529.FE","average years of tertiary schooling, 25-29, female","Education"
"BAR.TER.SCHL.25UP","average years of tertiary schooling, 25+, total","Education"
"BAR.TER.SCHL.25UP.FE","average years of tertiary schooling, 25+, female","Education"
"BAR.TER.SCHL.3034","average years of tertiary schooling, 30-34, total","Education"
"BAR.TER.SCHL.3034.FE","average years of tertiary schooling, 30-34, female","Education"
"BAR.TER.SCHL.3539","average years of tertiary schooling, 35-39, total","Education"
"BAR.TER.SCHL.3539.FE","average years of tertiary schooling, 35-39, female","Education"
"BAR.TER.SCHL.4044","average years of tertiary schooling, 40-44, total","Education"
"BAR.TER.SCHL.4044.FE","average years of tertiary schooling, 40-44, female","Education"
"BAR.TER.SCHL.4549","average years of tertiary schooling, 45-49, total","Education"
"BAR.TER.SCHL.4549.FE","average years of tertiary schooling, 45-49, female","Education"
"BAR.TER.SCHL.5054","average years of tertiary schooling, 50-54, total","Education"
"BAR.TER.SCHL.5054.FE","average years of tertiary schooling, 50-54, female","Education"
"BAR.TER.SCHL.5559","average years of tertiary schooling, 55-59, total","Education"
"BAR.TER.SCHL.5559.FE","average years of tertiary schooling, 55-59, female","Education"
"BAR.TER.SCHL.6064","average years of tertiary schooling, 60-64, total","Education"
"BAR.TER.SCHL.6064.FE","average years of tertiary schooling, 60-64, female","Education"
"BAR.TER.SCHL.6569","average years of tertiary schooling, 65-69, total","Education"
"BAR.TER.SCHL.6569.FE","average years of tertiary schooling, 65-69, female","Education"
"BAR.TER.SCHL.7074","average years of tertiary schooling, 70-74, total","Education"
"BAR.TER.SCHL.7074.FE","average years of tertiary schooling, 70-74, female","Education"
"BAR.TER.SCHL.75UP","average years of tertiary schooling, 75+, total","Education"
"BAR.TER.SCHL.75UP.FE","average years of tertiary schooling, 75+, female","Education"
"MYS.MEA.YSCH.1519.FE","mean years of schooling, 15-19, female","Education"
"MYS.MEA.YSCH.1519.MA","mean years of schooling, 15-19, male","Education"
"MYS.MEA.YSCH.1519.MF","mean years of schooling, 15-19, total","Education"
"MYS.MEA.YSCH.1544.FE","mean years of schooling, 15-44, female","Education"
"MYS.MEA.YSCH.1544.MA","mean years of schooling, 15-44, male","Education"
"MYS.MEA.YSCH.1544.MF","mean years of schooling, 15-44, total","Education"
"MYS.MEA.YSCH.1564.FE","mean years of schooling, 15-64, female","Education"
"MYS.MEA.YSCH.1564.MA","mean years of schooling, 15-64, male","Education"
"MYS.MEA.YSCH.1564.MF","mean years of schooling, 15-64, total","Education"
"MYS.MEA.YSCH.15UP.FE","mean years of schooling, 15+, female","Education"
"MYS.MEA.YSCH.15UP.MA","mean years of schooling, 15+, male","Education"
"MYS.MEA.YSCH.15UP.MF","mean years of schooling, 15+, total","Education"
"MYS.MEA.YSCH.2024.FE","mean years of schooling, 20 - 24, female","Education"
"MYS.MEA.YSCH.2024.MA","mean years of schooling, 20 - 24, male","Education"
"MYS.MEA.YSCH.2024.MF","mean years of schooling, 20 - 24, total","Education"
"MYS.MEA.YSCH.2529.FE","mean years of schooling, 25 - 29, female","Education"
"MYS.MEA.YSCH.2529.MA","mean years of schooling, 25 - 29, male","Education"
"MYS.MEA.YSCH.2529.MF","mean years of schooling, 25 - 29, total","Education"
"MYS.MEA.YSCH.25UP.FE","mean years of schooling, 25+, female","Education"
"MYS.MEA.YSCH.25UP.MA","mean years of schooling, 25+, male","Education"
"MYS.MEA.YSCH.25UP.MF","mean years of schooling, 25+, total","Education"
"MYS.MEA.YSCH.3034.FE","mean years of schooling, 30 - 34, female","Education"
"MYS.MEA.YSCH.3034.MA","mean years of schooling, 30 - 34, male","Education"
"MYS.MEA.YSCH.3034.MF","mean years of schooling, 30 - 34, total","Education"
"MYS.MEA.YSCH.3539.FE","mean years of schooling, 35-39, female","Education"
"MYS.MEA.YSCH.3539.MA","mean years of schooling, 35-39, male","Education"
"MYS.MEA.YSCH.3539.MF","mean years of schooling, 35-39, total","Education"
"MYS.MEA.YSCH.4044.FE","mean years of schooling, 40-44, female","Education"
"MYS.MEA.YSCH.4044.MA","mean years of schooling, 40-44, male","Education"
"MYS.MEA.YSCH.4044.MF","mean years of schooling, 40-44, total","Education"
"MYS.MEA.YSCH.4549.FE","mean years of schooling, 45-49, female","Education"
"MYS.MEA.YSCH.4549.MA","mean years of schooling, 45-49, male","Education"
"MYS.MEA.YSCH.4549.MF","mean years of schooling, 45-49, total","Education"
"MYS.MEA.YSCH.4564.FE","mean years of schooling, 45-64, female","Education"
"MYS.MEA.YSCH.4564.MA","mean years of schooling, 45-64, male","Education"
"MYS.MEA.YSCH.4564.MF","mean years of schooling, 45-64, total","Education"
"MYS.MEA.YSCH.5054.FE","mean years of schooling, 50-54, female","Education"
"MYS.MEA.YSCH.5054.MA","mean years of schooling, 50-54, male","Education"
"MYS.MEA.YSCH.5054.MF","mean years of schooling, 50-54, total","Education"
"MYS.MEA.YSCH.5559.FE","mean years of schooling, 55-59, female","Education"
"MYS.MEA.YSCH.5559.MA","mean years of schooling, 55-59, male","Education"
"MYS.MEA.YSCH.5559.MF","mean years of schooling, 55-59, total","Education"
"MYS.MEA.YSCH.6064.FE","mean years of schooling, 60-64, female","Education"
"MYS.MEA.YSCH.6064.MA","mean years of schooling, 60-64, male","Education"
"MYS.MEA.YSCH.6064.MF","mean years of schooling, 60-64, total","Education"
"MYS.MEA.YSCH.6569.FE","mean years of schooling, 65-69, female","Education"
"MYS.MEA.YSCH.6569.MA","mean years of schooling, 65-69, male","Education"
"MYS.MEA.YSCH.6569.MF","mean years of schooling, 65-69, total","Education"
"MYS.MEA.YSCH.65UP.FE","mean years of schooling, 65+, female","Education"
"MYS.MEA.YSCH.65UP.MA","mean years of schooling, 65+, male","Education"
"MYS.MEA.YSCH.65UP.MF","mean years of schooling, 65+, total","Education"
"MYS.MEA.YSCH.7074.FE","mean years of schooling, 70-74, female","Education"
"MYS.MEA.YSCH.7074.MA","mean years of schooling, 70-74, male","Education"
"MYS.MEA.YSCH.7074.MF","mean years of schooling, 70-74, total","Education"
"MYS.MEA.YSCH.7579.FE","mean years of schooling, 75-79, female","Education"
"MYS.MEA.YSCH.7579.MA","mean years of schooling, 75-79, male","Education"
"MYS.MEA.YSCH.7579.MF","mean years of schooling, 75-79, total","Education"
"MYS.MEA.YSCH.80UP.FE","mean years of schooling, 80+, female","Education"
"MYS.MEA.YSCH.80UP.MA","mean years of schooling, 80+, male","Education"
"MYS.MEA.YSCH.80UP.MF","mean years of schooling, 80+, total","Education"
"MYS.POP.1519.NED.FE","population in thousand, 15-19, female, no education","Education"
"MYS.POP.1519.NED.MA","population in thousand, 15-19, male, no education","Education"
"MYS.POP.1519.NED.MF","population in thousand, 15-19, total, no education","Education"
"MYS.POP.1519.PRI.FE","population in thousand, 15-19, female, primary","Education"
"MYS.POP.1519.PRI.MA","population in thousand, 15-19, male, primary","Education"
"MYS.POP.1519.PRI.MF","population in thousand, 15-19, total, primary","Education"
"MYS.POP.1519.SEC.FE","population in thousand, 15-19, female, secondary","Education"
"MYS.POP.1519.SEC.MA","population in thousand, 15-19, male, secondary","Education"
"MYS.POP.1519.SEC.MF","population in thousand, 15-19, total, secondary","Education"
"MYS.POP.1544.NED.FE","population in thousand, 15-44, female, no education","Education"
"MYS.POP.1544.NED.MA","population in thousand, 15-44, male, no education","Education"
"MYS.POP.1544.NED.MF","population in thousand, 15-44, total, no education","Education"
"MYS.POP.1544.PRI.FE","population in thousand, 15-44, female, primary","Education"
"MYS.POP.1544.PRI.MA","population in thousand, 15-44, male, primary","Education"
"MYS.POP.1544.PRI.MF","population in thousand, 15-44, total, primary","Education"
"MYS.POP.1544.SEC.FE","population in thousand, 15-44, female, secondary","Education"
"MYS.POP.1544.SEC.MA","population in thousand, 15-44, male, secondary","Education"
"MYS.POP.1544.SEC.MF","population in thousand, 15-44, total, secondary","Education"
"MYS.POP.1544.TER.FE","population in thousand, 15-44, female, tertiary","Education"
"MYS.POP.1544.TER.MA","population in thousand, 15-44, male, tertiary","Education"
"MYS.POP.1544.TER.MF","population in thousand, 15-44, total, tertiary","Education"
"MYS.POP.1564.NED.FE","population in thousand, 15-64, female, no education","Education"
"MYS.POP.1564.NED.MA","population in thousand, 15-64, male, no education","Education"
"MYS.POP.1564.NED.MF","population in thousand, 15-64, total, no education","Education"
"MYS.POP.1564.PRI.FE","population in thousand, 15-64, female, primary","Education"
"MYS.POP.1564.PRI.MA","population in thousand, 15-64, male, primary","Education"
"MYS.POP.1564.PRI.MF","population in thousand, 15-64, total, primary","Education"
"MYS.POP.1564.SEC.FE","population in thousand, 15-64, female, secondary","Education"
"MYS.POP.1564.SEC.MA","population in thousand, 15-64, male, secondary","Education"
"MYS.POP.1564.SEC.MF","population in thousand, 15-64, total, secondary","Education"
"MYS.POP.1564.TER.FE","population in thousand, 15-64, female, tertiary","Education"
"MYS.POP.1564.TER.MA","population in thousand, 15-64, male, tertiary","Education"
"MYS.POP.1564.TER.MF","population in thousand, 15-64, total, tertiary","Education"
"MYS.POP.15UP.NED.FE","population in thousand, 15+, female, no education","Education"
"MYS.POP.15UP.NED.MA","population in thousand, 15+, male, no education","Education"
"MYS.POP.15UP.NED.MF","population in thousand, 15+, total, no education","Education"
"MYS.POP.15UP.PRI.FE","population in thousand, 15+, female, primary","Education"
"MYS.POP.15UP.PRI.MA","population in thousand, 15+, male, primary","Education"
"MYS.POP.15UP.PRI.MF","population in thousand, 15+, total, primary","Education"
"MYS.POP.15UP.SEC.FE","population in thousand, 15+, female, secondary","Education"
"MYS.POP.15UP.SEC.MA","population in thousand, 15+, male, secondary","Education"
"MYS.POP.15UP.SEC.MF","population in thousand, 15+, total, secondary","Education"
"MYS.POP.15UP.TER.FE","population in thousand, 15+, female, tertiary","Education"
"MYS.POP.15UP.TER.MA","population in thousand, 15+, male, tertiary","Education"
"MYS.POP.15UP.TER.MF","population in thousand, 15+, total, tertiary","Education"
"MYS.POP.2024.NED.FE","population in thousand, 20 - 24, female, no education","Education"
"MYS.POP.2024.NED.MA","population in thousand, 20 - 24, male, noedu","Education"
"MYS.POP.2024.NED.MF","population in thousand, 20 - 24,total, no education","Education"
"MYS.POP.2024.PRI.FE","population in thousand, 20 - 24, female, primary","Education"
"MYS.POP.2024.PRI.MA","population in thousand, 20 - 24, male, primary","Education"
"MYS.POP.2024.PRI.MF","population in thousand, 20 - 24, total, primary","Education"
"MYS.POP.2024.SEC.FE","population in thousand, 20 - 24, female, secondary","Education"
"MYS.POP.2024.SEC.MA","population in thousand, 20 - 24, male, secondary","Education"
"MYS.POP.2024.SEC.MF","population in thousand, 20 - 24, total, secondary","Education"
"MYS.POP.2024.TER.FE","population in thousand, 20 - 24, female, tertiary","Education"
"MYS.POP.2024.TER.MA","population in thousand, 20 - 24, male, tertiary","Education"
"MYS.POP.2024.TER.MF","population in thousand, 20 - 24, total, tertiary","Education"
"MYS.POP.2529.NED.FE","population in thousand, 25 - 29, female, no education","Education"
"MYS.POP.2529.NED.MA","population in thousand, 25 - 29, male, no education","Education"
"MYS.POP.2529.NED.MF","population in thousand, 25 - 29, total, no education","Education"
"MYS.POP.2529.PRI.FE","population in thousand, 25 - 29, female, primary","Education"
"MYS.POP.2529.PRI.MA","population in thousand, 25 - 29, male, primary","Education"
"MYS.POP.2529.PRI.MF","population in thousand, 25 - 29, total, primary","Education"
"MYS.POP.2529.SEC.FE","population in thousand, 25 - 29, female, secondary","Education"
"MYS.POP.2529.SEC.MA","population in thousand, 25 - 29, male, secondary","Education"
"MYS.POP.2529.SEC.MF","population in thousand, 25 - 29, total, secondary","Education"
"MYS.POP.2529.TER.FE","population in thousand, 25 - 29, female, tertiary","Education"
"MYS.POP.2529.TER.MA","population in thousand, 25 - 29, male, tertiary","Education"
"MYS.POP.2529.TER.MF","population in thousand, 25 - 29, total, tertiary","Education"
"MYS.POP.25UP.NED.FE","population in thousand, 25+, female, no education","Education"
"MYS.POP.25UP.NED.MA","population in thousand, 25+, male, no education","Education"
"MYS.POP.25UP.NED.MF","population in thousand, 25+, total, no education","Education"
"MYS.POP.25UP.PRI.FE","population in thousand, 25+, female, primary","Education"
"MYS.POP.25UP.PRI.MA","population in thousand, 25+, male, primary","Education"
"MYS.POP.25UP.PRI.MF","population in thousand, 25+, total, primary","Education"
"MYS.POP.25UP.SEC.FE","population in thousand, 25+, female, secondary","Education"
"MYS.POP.25UP.SEC.MA","population in thousand, 25+, male, secondary","Education"
"MYS.POP.25UP.SEC.MF","population in thousand, 25+, total, secondary","Education"
"MYS.POP.25UP.TER.FE","population in thousand, 25+, female, tertiary","Education"
"MYS.POP.25UP.TER.MA","population in thousand, 25+, male, tertiary","Education"
"MYS.POP.25UP.TER.MF","population in thousand, 25+, total, tertiary","Education"
"MYS.POP.3034.NED.FE","population in thousand, 30 - 34, female, no education","Education"
"MYS.POP.3034.NED.MA","population in thousand, 30 - 34, male, no education","Education"
"MYS.POP.3034.NED.MF","population in thousand, 30 - 34, total, no education","Education"
"MYS.POP.3034.PRI.FE","population in thousand, 30 - 34, female, primary","Education"
"MYS.POP.3034.PRI.MA","population in thousand, 30 - 34, male, primary","Education"
"MYS.POP.3034.PRI.MF","population in thousand, 30 - 34, total, primary","Education"
"MYS.POP.3034.SEC.FE","population in thousand, 30 - 34, female, secondary","Education"
"MYS.POP.3034.SEC.MA","population in thousand, 30 - 34, male, secondary","Education"
"MYS.POP.3034.SEC.MF","population in thousand, 30 - 34, total, secondary","Education"
"MYS.POP.3034.TER.FE","population in thousand, 30 - 34, female, tertiary","Education"
"MYS.POP.3034.TER.MA","population in thousand, 30 - 34, male, tertiary","Education"
"MYS.POP.3034.TER.MF","population in thousand, 30 - 34, total, tertiary","Education"
"MYS.POP.3539.NED.FE","population in thousand, 35-39, female, no education","Education"
"MYS.POP.3539.NED.MA","population in thousand, 35-39, male, no education","Education"
"MYS.POP.3539.NED.MF","population in thousand, 35-39, total, no education","Education"
"MYS.POP.3539.PRI.FE","population in thousand, 35-39, female, primary","Education"
"MYS.POP.3539.PRI.MA","population in thousand, 35-39, male, primary","Education"
"MYS.POP.3539.PRI.MF","population in thousand, 35-39, total, primary","Education"
"MYS.POP.3539.SEC.FE","population in thousand, 35-39, female, secondary","Education"
"MYS.POP.3539.SEC.MA","population in thousand, 35-39, male, secondary","Education"
"MYS.POP.3539.SEC.MF","population in thousand, 35-39, total, secondary","Education"
"MYS.POP.3539.TER.FE","population in thousand, 35-39, female, tertiary","Education"
"MYS.POP.3539.TER.MA","population in thousand, 35-39, male, tertiary","Education"
"MYS.POP.3539.TER.MF","population in thousand, 35-39, total, tertiary","Education"
"MYS.POP.4044.NED.FE","population in thousand, 40-44, female, no education","Education"
"MYS.POP.4044.NED.MA","population in thousand, 40-44, male, no education","Education"
"MYS.POP.4044.NED.MF","population in thousand, 40-44, total, no education","Education"
"MYS.POP.4044.PRI.FE","population in thousand, 40-44, female, primary","Education"
"MYS.POP.4044.PRI.MA","population in thousand, 40-44, male, primary","Education"
"MYS.POP.4044.PRI.MF","population in thousand, 40-44, total, primary","Education"
"MYS.POP.4044.SEC.FE","population in thousand, 40-44, female, secondary","Education"
"MYS.POP.4044.SEC.MA","population in thousand, 40-44, male, secondary","Education"
"MYS.POP.4044.SEC.MF","population in thousand, 40-44, total, secondary","Education"
"MYS.POP.4044.TER.FE","population in thousand, 40-44, female, tertiary","Education"
"MYS.POP.4044.TER.MA","population in thousand, 40-44, male, tertiary","Education"
"MYS.POP.4044.TER.MF","population in thousand, 40-44, total, tertiary","Education"
"MYS.POP.4549.NED.FE","population in thousand, 45-49, female, no education","Education"
"MYS.POP.4549.NED.MA","population in thousand, 45-49, male, no education","Education"
"MYS.POP.4549.NED.MF","population in thousand, 45-49, total, no education","Education"
"MYS.POP.4549.PRI.FE","population in thousand, 45-49, female, primary","Education"
"MYS.POP.4549.PRI.MA","population in thousand, 45-49, male, primary","Education"
"MYS.POP.4549.PRI.MF","population in thousand, 45-49, total, primary","Education"
"MYS.POP.4549.SEC.FE","population in thousand, 45-49, female, secondary","Education"
"MYS.POP.4549.SEC.MA","population in thousand, 45-49, male, secondary","Education"
"MYS.POP.4549.SEC.MF","population in thousand, 45-49, total, secondary","Education"
"MYS.POP.4549.TER.FE","population in thousand, 45-49, female, tertiary","Education"
"MYS.POP.4549.TER.MA","population in thousand, 45-49, male, tertiary","Education"
"MYS.POP.4549.TER.MF","population in thousand, 45-49, total, tertiary","Education"
"MYS.POP.4564.NED.FE","population in thousand, 45-64, female, no education","Education"
"MYS.POP.4564.NED.MA","population in thousand, 45-64, male, no education","Education"
"MYS.POP.4564.NED.MF","population in thousand, 45-64, total, no education","Education"
"MYS.POP.4564.PRI.FE","population in thousand, 45-64, female, primary","Education"
"MYS.POP.4564.PRI.MA","population in thousand, 45-64, male, primary","Education"
"MYS.POP.4564.PRI.MF","population in thousand, 45-64, total, primary","Education"
"MYS.POP.4564.SEC.FE","population in thousand, 45-64, female, secondary","Education"
"MYS.POP.4564.SEC.MA","population in thousand, 45-64, male, secondary","Education"
"MYS.POP.4564.SEC.MF","population in thousand, 45-64, total, secondary","Education"
"MYS.POP.4564.TER.FE","population in thousand, 45-64, female, tertiary","Education"
"MYS.POP.4564.TER.MA","population in thousand, 45-64, male, tertiary","Education"
"MYS.POP.4564.TER.MF","population in thousand, 45-64, total, tertiary","Education"
"MYS.POP.5054.NED.FE","population in thousand, 50-54, female, no education","Education"
"MYS.POP.5054.NED.MA","population in thousand, 50-54, male, no education","Education"
"MYS.POP.5054.NED.MF","population in thousand, 50-54, total, no education","Education"
"MYS.POP.5054.PRI.FE","population in thousand, 50-54, female, primary","Education"
"MYS.POP.5054.PRI.MA","population in thousand, 50-54, male, primary","Education"
"MYS.POP.5054.PRI.MF","population in thousand, 50-54, total, primary","Education"
"MYS.POP.5054.SEC.FE","population in thousand, 50-54, female, secondary","Education"
"MYS.POP.5054.SEC.MA","population in thousand, 50-54, male, secondary","Education"
"MYS.POP.5054.SEC.MF","population in thousand, 50-54, total, secondary","Education"
"MYS.POP.5054.TER.FE","population in thousand, 50-54, female, tertiary","Education"
"MYS.POP.5054.TER.MA","population in thousand, 50-54, male, tertiary","Education"
"MYS.POP.5054.TER.MF","population in thousand, 50-54, total, tertiary","Education"
"MYS.POP.5559.NED.FE","population in thousand, 55-59, female, no education","Education"
"MYS.POP.5559.NED.MA","population in thousand, 55-59, male, no education","Education"
"MYS.POP.5559.NED.MF","population in thousand, 55-59, total, no education","Education"
"MYS.POP.5559.PRI.FE","population in thousand, 55-59, female, primary","Education"
"MYS.POP.5559.PRI.MA","population in thousand, 55-59, male, primary","Education"
"MYS.POP.5559.PRI.MF","population in thousand, 55-59, total, primary","Education"
"MYS.POP.5559.SEC.FE","population in thousand, 55-59, female, secondary","Education"
"MYS.POP.5559.SEC.MA","population in thousand, 55-59, male, secondary","Education"
"MYS.POP.5559.SEC.MF","population in thousand, 55-59, total, secondary","Education"
"MYS.POP.5559.TER.FE","population in thousand, 55-59, female, tertiary","Education"
"MYS.POP.5559.TER.MA","population in thousand, 55-59, male, tertiary","Education"
"MYS.POP.5559.TER.MF","population in thousand, 55-59, total, tertiary","Education"
"MYS.POP.6064.NED.FE","population in thousand, 60-64, female, no education","Education"
